% Model:              2202_Mesh0_E1_180624.mph
% Version:            COMSOL 6.2.0.415
% Date:               Dec 2 2024, 11:18
% Dimension:          3
% Nodes:              110000
% Expressions:        1
% Description:        ElectricPotential
% Length unit:        mm
% x                       y                        z                        V (V)
0.09091                   -2.3533                  -2.3796                  0.09568230587961116
0.13636                   -2.3533                  -2.3796                  0.09564703570540645
0.18182                   -2.3533                  -2.3796                  0.09559770689837299
0.22727                   -2.3533                  -2.3796                  0.09553481353763012
-0.22727                  2.6009                   -2.3796                  0.09161355161808005
-0.18182                  2.6009                   -2.3796                  0.09166987090841958
-0.13636                  2.6009                   -2.3796                  0.09171410931843016
-0.09091                  2.6009                   -2.3796                  0.09174505901585021
-0.04545                  2.6009                   -2.3796                  0.0917637773184228
0                         2.6009                   -2.3796                  0.09177016622027047
0.04545                   2.6009                   -2.3796                  0.09176406883662581
0.09091                   2.6009                   -2.3796                  0.09174554863797339
0.13636                   2.6009                   -2.3796                  0.0917141868247889
0.18182                   2.6009                   -2.3796                  0.09167028801526145
0.22727                   2.6009                   -2.3796                  0.09161432852852829
-0.22727                  -2.7568                  -2.3796                  0.08918637646491355
-0.18182                  -2.7568                  -2.3796                  0.08923870979171229
-0.13636                  -2.7568                  -2.3796                  0.08927925418948122
-0.09091                  -2.7568                  -2.3796                  0.08930831928626556
-0.04545                  -2.7568                  -2.3796                  0.08932565151165368
0                         -2.7568                  -2.3796                  0.08933152779596418
0.04545                   -2.7568                  -2.3796                  0.08932598521968056
0.09091                   -2.7568                  -2.3796                  0.08930825015668328
0.13636                   -2.7568                  -2.3796                  0.08927938495088825
0.18182                   -2.7568                  -2.3796                  0.08923914150929202
0.22727                   -2.7568                  -2.3796                  0.08918726275286352
-0.22727                  -2.9737                  -2.3796                  0.0858811365399459
-0.18182                  -2.9737                  -2.3796                  0.08592780798492616
-0.13636                  -2.9737                  -2.3796                  0.08596450533861515
-0.09091                  -2.9737                  -2.3796                  0.08599070204659337
-0.04545                  -2.9737                  -2.3796                  0.08600659986724957
0                         -2.9737                  -2.3796                  0.08601205970974997
0.04545                   -2.9737                  -2.3796                  0.08600740408882733
0.09091                   -2.9737                  -2.3796                  0.08599120914957761
0.13636                   -2.9737                  -2.3796                  0.08596518878799209
0.18182                   -2.9737                  -2.3796                  0.08592871474583458
0.22727                   -2.9737                  -2.3796                  0.08588160616056097
-0.22727                  2.7378                   -2.3796                  0.08947987151913132
-0.18182                  2.7378                   -2.3796                  0.08953255510819935
-0.13636                  2.7378                   -2.3796                  0.08957344507545069
-0.09091                  2.7378                   -2.3796                  0.0896027331350523
-0.04545                  2.7378                   -2.3796                  0.08962053422861316
0                         2.7378                   -2.3796                  0.08962633465265925
0.04545                   2.7378                   -2.3796                  0.08962043038264365
0.09091                   2.7378                   -2.3796                  0.08960271697657396
0.13636                   2.7378                   -2.3796                  0.08957344393322696
0.18182                   2.7378                   -2.3796                  0.0895324743208184
0.22727                   2.7378                   -2.3796                  0.08947963197514955
-0.22727                  0.5605                   -2.3796                  0.11963811945989293
-0.18182                  0.5605                   -2.3796                  0.11975800572427846
-0.13636                  0.5605                   -2.3796                  0.11985170754946065
-0.09091                  0.5605                   -2.3796                  0.11991723324742078
-0.04545                  0.5605                   -2.3796                  0.1199552746239187
0                         0.5605                   -2.3796                  0.11996745955043633
0.04545                   0.5605                   -2.3796                  0.11995435226437626
0.09091                   0.5605                   -2.3796                  0.1199158264189902
0.13636                   0.5605                   -2.3796                  0.11984941382855488
0.18182                   0.5605                   -2.3796                  0.11975562925371902
0.22727                   0.5605                   -2.3796                  0.11963694327184528
-0.22727                  1.1256                   -2.3796                  0.1139792433005017
-0.18182                  1.1256                   -2.3796                  0.1140825568364684
-0.13636                  1.1256                   -2.3796                  0.11416420174578325
-0.09091                  1.1256                   -2.3796                  0.1142207822977464
-0.04545                  1.1256                   -2.3796                  0.11425663444090792
0                         1.1256                   -2.3796                  0.11426880899551714
0.04545                   1.1256                   -2.3796                  0.11425637765621532
0.09091                   1.1256                   -2.3796                  0.11422132497531806
0.13636                   1.1256                   -2.3796                  0.11416433822053446
0.18182                   1.1256                   -2.3796                  0.11408384179626897
0.22727                   1.1256                   -2.3796                  0.11397934392302513
-0.22727                  2.6491                   -2.3796                  0.09085854501646555
-0.18182                  2.6491                   -2.3796                  0.09091339550400238
-0.13636                  2.6491                   -2.3796                  0.09095668048637577
-0.09091                  2.6491                   -2.3796                  0.0909874430056145
-0.04545                  2.6491                   -2.3796                  0.09100592980490942
0                         2.6491                   -2.3796                  0.0910122263296168
0.04545                   2.6491                   -2.3796                  0.09100621919690774
0.09091                   2.6491                   -2.3796                  0.09098783569444414
0.13636                   2.6491                   -2.3796                  0.09095724824485565
0.18182                   2.6491                   -2.3796                  0.09091446588527086
0.22727                   2.6491                   -2.3796                  0.09085984164346958
-0.22727                  1.2327                   -2.3796                  0.11260289407300607
-0.18182                  1.2327                   -2.3796                  0.1127020290813121
-0.13636                  1.2327                   -2.3796                  0.11277945313344913
-0.09091                  1.2327                   -2.3796                  0.11283502262370909
-0.04545                  1.2327                   -2.3796                  0.1128693440917547
0                         1.2327                   -2.3796                  0.11288011880464487
0.04545                   1.2327                   -2.3796                  0.11286925529504613
0.09091                   1.2327                   -2.3796                  0.11283561180141846
0.13636                   1.2327                   -2.3796                  0.11278016444919906
0.18182                   1.2327                   -2.3796                  0.11270062335663045
0.22727                   1.2327                   -2.3796                  0.11260044882974193
-0.22727                  1.2069                   -2.3796                  0.1129420077760377
-0.18182                  1.2069                   -2.3796                  0.11304236414006869
-0.13636                  1.2069                   -2.3796                  0.1131202889970839
-0.09091                  1.2069                   -2.3796                  0.11317614353308289
-0.04545                  1.2069                   -2.3796                  0.11321062806922812
0                         1.2069                   -2.3796                  0.11322142791242623
0.04545                   1.2069                   -2.3796                  0.1132098906776704
0.09091                   1.2069                   -2.3796                  0.11317639338767771
0.13636                   1.2069                   -2.3796                  0.11312087071345961
0.18182                   1.2069                   -2.3796                  0.11304060333378307
0.22727                   1.2069                   -2.3796                  0.11293918715404663
-0.22727                  2.3612                   -2.3796                  0.09540874131935285
-0.18182                  2.3612                   -2.3796                  0.09547107427161969
-0.13636                  2.3612                   -2.3796                  0.09552020947155382
-0.09091                  2.3612                   -2.3796                  0.09555525586657063
-0.04545                  2.3612                   -2.3796                  0.09557608286883605
0                         2.3612                   -2.3796                  0.09558326992027455
0.04545                   2.3612                   -2.3796                  0.09557576940421682
0.09091                   2.3612                   -2.3796                  0.09555499904131276
0.13636                   2.3612                   -2.3796                  0.09552034286111147
0.18182                   2.3612                   -2.3796                  0.09547133255481986
0.22727                   2.3612                   -2.3796                  0.09540810544783515
-0.22727                  0.69354                  -2.3796                  0.11859087002689646
-0.18182                  0.69354                  -2.3796                  0.11870547844590747
-0.13636                  0.69354                  -2.3796                  0.1187953675259133
-0.09091                  0.69354                  -2.3796                  0.11886049958971308
-0.04545                  0.69354                  -2.3796                  0.11889860415553885
0                         0.69354                  -2.3796                  0.11891156794767122
0.04545                   0.69354                  -2.3796                  0.11889733328534012
0.09091                   0.69354                  -2.3796                  0.11885888037822709
0.13636                   0.69354                  -2.3796                  0.11879505287977082
0.18182                   0.69354                  -2.3796                  0.11870596930608784
0.22727                   0.69354                  -2.3796                  0.11859101550302353
-0.22727                  2.0115                   -2.3796                  0.10099083399844459
-0.18182                  2.0115                   -2.3796                  0.1010637695534091
-0.13636                  2.0115                   -2.3796                  0.10112111861732588
-0.09091                  2.0115                   -2.3796                  0.10116269646347671
-0.04545                  2.0115                   -2.3796                  0.10118654606386528
0                         2.0115                   -2.3796                  0.10119455694207605
0.04545                   2.0115                   -2.3796                  0.10118653261260621
0.09091                   2.0115                   -2.3796                  0.1011620261777136
0.13636                   2.0115                   -2.3796                  0.10112120440204388
0.18182                   2.0115                   -2.3796                  0.1010640638586496
0.22727                   2.0115                   -2.3796                  0.10099009690945038
-0.22727                  2.5299000000000005       -2.3796                  0.09273146078571974
-0.18182                  2.5299000000000005       -2.3796                  0.09278955747677423
-0.13636                  2.5299000000000005       -2.3796                  0.09283487399762409
-0.09091                  2.5299000000000005       -2.3796                  0.09286706598509556
-0.04545                  2.5299000000000005       -2.3796                  0.09288650562290188
0                         2.5299000000000005       -2.3796                  0.09289249995474692
0.04545                   2.5299000000000005       -2.3796                  0.09288626592812914
0.09091                   2.5299000000000005       -2.3796                  0.09286697981497646
0.13636                   2.5299000000000005       -2.3796                  0.09283482551038014
0.18182                   2.5299000000000005       -2.3796                  0.09278930387968203
0.22727                   2.5299000000000005       -2.3796                  0.09273147485460818
-0.22727                  -1.7094                  -2.3796                  0.10572577479267793
-0.18182                  -1.7094                  -2.3796                  0.10580888249362545
-0.13636                  -1.7094                  -2.3796                  0.10587482614250582
-0.09091                  -1.7094                  -2.3796                  0.10592166436406136
-0.04545                  -1.7094                  -2.3796                  0.10594901126917616
0                         -1.7094                  -2.3796                  0.10595863611049391
0.04545                   -1.7094                  -2.3796                  0.10594912751342585
0.09091                   -1.7094                  -2.3796                  0.10592073877987294
0.13636                   -1.7094                  -2.3796                  0.10587381437152087
0.18182                   -1.7094                  -2.3796                  0.10580844786875038
0.22727                   -1.7094                  -2.3796                  0.10572454679290726
-0.22727                  -2.3221                  -2.3796                  0.09603333397407449
-0.18182                  -2.3221                  -2.3796                  0.09609721110661343
-0.13636                  -2.3221                  -2.3796                  0.09614660114566351
-0.09091                  -2.3221                  -2.3796                  0.09618180223279893
-0.04545                  -2.3221                  -2.3796                  0.09620282911802781
0                         -2.3221                  -2.3796                  0.09621002529078287
0.04545                   -2.3221                  -2.3796                  0.09620326520324238
0.09091                   -2.3221                  -2.3796                  0.0961820913014469
0.13636                   -2.3221                  -2.3796                  0.09614641573685676
0.18182                   -2.3221                  -2.3796                  0.09609629634112574
0.22727                   -2.3221                  -2.3796                  0.09603266800211004
-0.22727                  -1.6686                  -2.3796                  0.10634896771701768
-0.18182                  -1.6686                  -2.3796                  0.10643452102007134
-0.13636                  -1.6686                  -2.3796                  0.10650127325544292
-0.09091                  -1.6686                  -2.3796                  0.10654856761167261
-0.04545                  -1.6686                  -2.3796                  0.10657644370816886
0                         -1.6686                  -2.3796                  0.10658640694048643
0.04545                   -1.6686                  -2.3796                  0.10657705838132821
0.09091                   -1.6686                  -2.3796                  0.10654754447981377
0.13636                   -1.6686                  -2.3796                  0.10649994530653716
0.18182                   -1.6686                  -2.3796                  0.10643374188766591
0.22727                   -1.6686                  -2.3796                  0.10634900407982159
-0.22727                  2.3025                   -2.3796                  0.09634499121759327
-0.18182                  2.3025                   -2.3796                  0.09640914557191341
-0.13636                  2.3025                   -2.3796                  0.09645971918754111
-0.09091                  2.3025                   -2.3796                  0.09649548092562704
-0.04545                  2.3025                   -2.3796                  0.0965166303109827
0                         2.3025                   -2.3796                  0.0965245523078413
0.04545                   2.3025                   -2.3796                  0.09651683740631965
0.09091                   2.3025                   -2.3796                  0.0964958237276628
0.13636                   2.3025                   -2.3796                  0.09646004762225202
0.18182                   2.3025                   -2.3796                  0.09640937664407764
0.22727                   2.3025                   -2.3796                  0.09634432062896361
-0.22727                  1.9092                   -2.3796                  0.10261084161607543
-0.18182                  1.9092                   -2.3796                  0.1026882846596728
-0.13636                  1.9092                   -2.3796                  0.10274847498559533
-0.09091                  1.9092                   -2.3796                  0.10279174731917284
-0.04545                  1.9092                   -2.3796                  0.10281729018999682
0                         1.9092                   -2.3796                  0.10282538643998775
0.04545                   1.9092                   -2.3796                  0.10281665582893927
0.09091                   1.9092                   -2.3796                  0.10279107383664643
0.13636                   1.9092                   -2.3796                  0.10274835288572047
0.18182                   1.9092                   -2.3796                  0.1026879925956248
0.22727                   1.9092                   -2.3796                  0.10261092290332759
-0.22727                  2.2272                   -2.3796                  0.09754757075533677
-0.18182                  2.2272                   -2.3796                  0.09761461588428809
-0.13636                  2.2272                   -2.3796                  0.09766671403260904
-0.09091                  2.2272                   -2.3796                  0.09770362965930585
-0.04545                  2.2272                   -2.3796                  0.09772569708071877
0                         2.2272                   -2.3796                  0.09773323205090384
0.04545                   2.2272                   -2.3796                  0.09772581907264861
0.09091                   2.2272                   -2.3796                  0.09770368037008735
0.13636                   2.2272                   -2.3796                  0.09766688951742114
0.18182                   2.2272                   -2.3796                  0.0976152635499599
0.22727                   2.2272                   -2.3796                  0.0975479824134988
-0.22727                  1.2126                   -2.3796                  0.11286751326622485
-0.18182                  1.2126                   -2.3796                  0.11296749769602417
-0.13636                  1.2126                   -2.3796                  0.11304531191010113
-0.09091                  1.2126                   -2.3796                  0.11310111232365036
-0.04545                  1.2126                   -2.3796                  0.11313555966592094
0                         1.2126                   -2.3796                  0.11314631552496798
0.04545                   1.2126                   -2.3796                  0.11313494524252009
0.09091                   1.2126                   -2.3796                  0.11310148871442541
0.13636                   1.2126                   -2.3796                  0.11304602332103258
0.18182                   1.2126                   -2.3796                  0.11296578927348472
0.22727                   1.2126                   -2.3796                  0.11286467531466292
-0.22727                  -2.1965                  -2.3796                  0.09803886618584579
-0.18182                  -2.1965                  -2.3796                  0.09810639347765387
-0.13636                  -2.1965                  -2.3796                  0.0981594578455815
-0.09091                  -2.1965                  -2.3796                  0.09819679789442398
-0.04545                  -2.1965                  -2.3796                  0.0982195434583005
0                         -2.1965                  -2.3796                  0.0982271782192807
0.04545                   -2.1965                  -2.3796                  0.09821929908950715
0.09091                   -2.1965                  -2.3796                  0.09819696669194308
0.13636                   -2.1965                  -2.3796                  0.09815985242689804
0.18182                   -2.1965                  -2.3796                  0.09810604568963383
0.22727                   -2.1965                  -2.3796                  0.0980390250514489
-0.22727                  2.828                    -2.3796                  0.08809111788017593
-0.18182                  2.828                    -2.3796                  0.08814152901718954
-0.13636                  2.828                    -2.3796                  0.08818067977761467
-0.09091                  2.828                    -2.3796                  0.08820875313163978
-0.04545                  2.828                    -2.3796                  0.08822548571678787
0                         2.828                    -2.3796                  0.08823102908499586
0.04545                   2.828                    -2.3796                  0.08822548756227029
0.09091                   2.828                    -2.3796                  0.08820898856075891
0.13636                   2.828                    -2.3796                  0.08818093816942044
0.18182                   2.828                    -2.3796                  0.08814161847819602
0.22727                   2.828                    -2.3796                  0.088090994770152
-0.22727                  1.0252                   -2.3796                  0.11519626931153991
-0.18182                  1.0252                   -2.3796                  0.11530113508650253
-0.13636                  1.0252                   -2.3796                  0.11538319130385441
-0.09091                  1.0252                   -2.3796                  0.11544247736246269
-0.04545                  1.0252                   -2.3796                  0.11547879405128682
0                         1.0252                   -2.3796                  0.1154921253929011
0.04545                   1.0252                   -2.3796                  0.11548031382192891
0.09091                   1.0252                   -2.3796                  0.11544398927622741
0.13636                   1.0252                   -2.3796                  0.11538435571701437
0.18182                   1.0252                   -2.3796                  0.11530150670096898
0.22727                   1.0252                   -2.3796                  0.11519569024381049
-0.22727                  -1.7459                  -2.3796                  0.1051628343036022
-0.18182                  -1.7459                  -2.3796                  0.10524522512241051
-0.13636                  -1.7459                  -2.3796                  0.10530983030227888
-0.09091                  -1.7459                  -2.3796                  0.105356251365571
-0.04545                  -1.7459                  -2.3796                  0.10538313975537121
0                         -1.7459                  -2.3796                  0.1053924140150215
0.04545                   -1.7459                  -2.3796                  0.10538371535032617
0.09091                   -1.7459                  -2.3796                  0.10535613100812578
0.13636                   -1.7459                  -2.3796                  0.10530973457031181
0.18182                   -1.7459                  -2.3796                  0.10524511677924904
0.22727                   -1.7459                  -2.3796                  0.10516231436146642
-0.22727                  0.79084                  -2.3796                  0.11770314261960634
-0.18182                  0.79084                  -2.3796                  0.11781713771385371
-0.13636                  0.79084                  -2.3796                  0.11790568058857481
-0.09091                  0.79084                  -2.3796                  0.11796856572708793
-0.04545                  0.79084                  -2.3796                  0.118005723155015
0                         0.79084                  -2.3796                  0.11801778719433169
0.04545                   0.79084                  -2.3796                  0.11800492430284293
0.09091                   0.79084                  -2.3796                  0.11796727321524055
0.13636                   0.79084                  -2.3796                  0.11790369415326818
0.18182                   0.79084                  -2.3796                  0.11781798023362766
0.22727                   0.79084                  -2.3796                  0.11770337206996763
-0.22727                  2.9386                   -2.3796                  0.0864093427807593
-0.18182                  2.9386                   -2.3796                  0.08645690144240814
-0.13636                  2.9386                   -2.3796                  0.08649393815187738
-0.09091                  2.9386                   -2.3796                  0.08652040832574331
-0.04545                  2.9386                   -2.3796                  0.08653655654642194
0                         2.9386                   -2.3796                  0.08654190665683904
0.04545                   2.9386                   -2.3796                  0.08653670990741108
0.09091                   2.9386                   -2.3796                  0.08652102314676617
0.13636                   2.9386                   -2.3796                  0.08649433353334099
0.18182                   2.9386                   -2.3796                  0.08645668955164348
0.22727                   2.9386                   -2.3796                  0.08640883802874447
-0.22727                  1.9703999999999997       -2.3796                  0.10164316302717069
-0.18182                  1.9703999999999997       -2.3796                  0.1017177385361097
-0.13636                  1.9703999999999997       -2.3796                  0.10177653266144093
-0.09091                  1.9703999999999997       -2.3796                  0.10181897013147971
-0.04545                  1.9703999999999997       -2.3796                  0.10184364853066401
0                         1.9703999999999997       -2.3796                  0.10185179079657913
0.04545                   1.9703999999999997       -2.3796                  0.1018440474278126
0.09091                   1.9703999999999997       -2.3796                  0.10181793510256491
0.13636                   1.9703999999999997       -2.3796                  0.10177612013215309
0.18182                   1.9703999999999997       -2.3796                  0.1017178438127053
0.22727                   1.9703999999999997       -2.3796                  0.10164286495745542
-0.22727                  -2.1236                  -2.3796                  0.09920308188121882
-0.18182                  -2.1236                  -2.3796                  0.09927280681231831
-0.13636                  -2.1236                  -2.3796                  0.09932785472808811
-0.09091                  -2.1236                  -2.3796                  0.0993679432071789
-0.04545                  -2.1236                  -2.3796                  0.09939137291065515
0                         -2.1236                  -2.3796                  0.0993983674793737
0.04545                   -2.1236                  -2.3796                  0.09939015505397497
0.09091                   -2.1236                  -2.3796                  0.09936684807681936
0.13636                   -2.1236                  -2.3796                  0.0993274797676605
0.18182                   -2.1236                  -2.3796                  0.09927242790100002
0.22727                   -2.1236                  -2.3796                  0.09920295360844213
-0.22727                  0.87868                  -2.3796                  0.11682268562700163
-0.18182                  0.87868                  -2.3796                  0.116932908307373
-0.13636                  0.87868                  -2.3796                  0.11701846749969724
-0.09091                  0.87868                  -2.3796                  0.11707960021177807
-0.04545                  0.87868                  -2.3796                  0.11711652661056782
0                         0.87868                  -2.3796                  0.11712905543327794
0.04545                   0.87868                  -2.3796                  0.11711719748555427
0.09091                   0.87868                  -2.3796                  0.11708070197234145
0.13636                   0.87868                  -2.3796                  0.11701901277567561
0.18182                   0.87868                  -2.3796                  0.11693164996477746
0.22727                   0.87868                  -2.3796                  0.11682169971775226
-0.22727                  1.6502                   -2.3796                  0.1066285573723624
-0.18182                  1.6502                   -2.3796                  0.10671449929778334
-0.13636                  1.6502                   -2.3796                  0.10678132301791793
-0.09091                  1.6502                   -2.3796                  0.10682856506223923
-0.04545                  1.6502                   -2.3796                  0.10685778560597854
0                         1.6502                   -2.3796                  0.10686706410415658
0.04545                   1.6502                   -2.3796                  0.10685773171710836
0.09091                   1.6502                   -2.3796                  0.10682905969608983
0.13636                   1.6502                   -2.3796                  0.10678057898275034
0.18182                   1.6502                   -2.3796                  0.10671312789472995
0.22727                   1.6502                   -2.3796                  0.10662736000110497
-0.22727                  -2.1248                  -2.3796                  0.09918391542651225
-0.18182                  -2.1248                  -2.3796                  0.09925359833895159
-0.13636                  -2.1248                  -2.3796                  0.09930860804483782
-0.09091                  -2.1248                  -2.3796                  0.09934867199414713
-0.04545                  -2.1248                  -2.3796                  0.09937210095270536
0                         -2.1248                  -2.3796                  0.09937908472178741
0.04545                   -2.1248                  -2.3796                  0.09937088821179907
0.09091                   -2.1248                  -2.3796                  0.09934760038377816
0.13636                   -2.1248                  -2.3796                  0.09930825826930695
0.18182                   -2.1248                  -2.3796                  0.09925322996522107
0.22727                   -2.1248                  -2.3796                  0.09918378874712566
-0.22727                  -1.2751                  -2.3796                  0.11203796639286988
-0.18182                  -1.2751                  -2.3796                  0.11213659152163084
-0.13636                  -1.2751                  -2.3796                  0.11221274249523064
-0.09091                  -1.2751                  -2.3796                  0.11226793632327348
-0.04545                  -1.2751                  -2.3796                  0.11230072126123256
0                         -1.2751                  -2.3796                  0.11231119075319386
0.04545                   -1.2751                  -2.3796                  0.11229966871420423
0.09091                   -1.2751                  -2.3796                  0.11226701629632842
0.13636                   -1.2751                  -2.3796                  0.11221209707891215
0.18182                   -1.2751                  -2.3796                  0.11213593063149876
0.22727                   -1.2751                  -2.3796                  0.1120371104850785
-0.22727                  -2.9592                  -2.3796                  0.0860988706647349
-0.18182                  -2.9592                  -2.3796                  0.08614594583503929
-0.13636                  -2.9592                  -2.3796                  0.08618309139350255
-0.09091                  -2.9592                  -2.3796                  0.08620947589926937
-0.04545                  -2.9592                  -2.3796                  0.08622554064319903
0                         -2.9592                  -2.3796                  0.08623134357068862
0.04545                   -2.9592                  -2.3796                  0.0862262836802942
0.09091                   -2.9592                  -2.3796                  0.08621003093344272
0.13636                   -2.9592                  -2.3796                  0.08618386651632373
0.18182                   -2.9592                  -2.3796                  0.08614716217928287
0.22727                   -2.9592                  -2.3796                  0.08609962995056701
-0.22727                  2.4921                   -2.3796                  0.09332894653253365
-0.18182                  2.4921                   -2.3796                  0.09338794505741348
-0.13636                  2.4921                   -2.3796                  0.09343382422576124
-0.09091                  2.4921                   -2.3796                  0.09346666592174398
-0.04545                  2.4921                   -2.3796                  0.09348650705597374
0                         2.4921                   -2.3796                  0.0934926433720168
0.04545                   2.4921                   -2.3796                  0.09348596775612351
0.09091                   2.4921                   -2.3796                  0.0934663606666343
0.13636                   2.4921                   -2.3796                  0.09343381074437805
0.18182                   2.4921                   -2.3796                  0.0933879687254194
0.22727                   2.4921                   -2.3796                  0.09332907441295084
-0.22727                  -2.4673                  -2.3796                  0.09372157715634633
-0.18182                  -2.4673                  -2.3796                  0.09378152390828505
-0.13636                  -2.4673                  -2.3796                  0.09382830874989956
-0.09091                  -2.4673                  -2.3796                  0.09386160287569839
-0.04545                  -2.4673                  -2.3796                  0.09388172703385464
0                         -2.4673                  -2.3796                  0.0938884249135908
0.04545                   -2.4673                  -2.3796                  0.09388188573014919
0.09091                   -2.4673                  -2.3796                  0.09386143849655725
0.13636                   -2.4673                  -2.3796                  0.09382777284585184
0.18182                   -2.4673                  -2.3796                  0.09378105816368872
0.22727                   -2.4673                  -2.3796                  0.09372183006828383
-0.22727                  -0.76734                 -2.3796                  0.11792597740912872
-0.18182                  -0.76734                 -2.3796                  0.11803941457451622
-0.13636                  -0.76734                 -2.3796                  0.11812873723187561
-0.09091                  -0.76734                 -2.3796                  0.1181928411074866
-0.04545                  -0.76734                 -2.3796                  0.11823062968590416
0                         -0.76734                 -2.3796                  0.11824294682240868
0.04545                   -0.76734                 -2.3796                  0.11823025266296071
0.09091                   -0.76734                 -2.3796                  0.11819115555545699
0.13636                   -0.76734                 -2.3796                  0.11812754320282144
0.18182                   -0.76734                 -2.3796                  0.11803933300310067
0.22727                   -0.76734                 -2.3796                  0.11792581709382474
-0.22727                  -1.2428                  -2.3796                  0.11246987692423557
-0.18182                  -1.2428                  -2.3796                  0.11256937614848378
-0.13636                  -1.2428                  -2.3796                  0.112647336709489
-0.09091                  -1.2428                  -2.3796                  0.11270317365709254
-0.04545                  -1.2428                  -2.3796                  0.11273588312346657
0                         -1.2428                  -2.3796                  0.11274575443677234
0.04545                   -1.2428                  -2.3796                  0.11273428363475746
0.09091                   -1.2428                  -2.3796                  0.1127020089915236
0.13636                   -1.2428                  -2.3796                  0.11264621608841582
0.18182                   -1.2428                  -2.3796                  0.11256934202977736
0.22727                   -1.2428                  -2.3796                  0.11247024622111973
-0.22727                  2.0949000000000004       -2.3796                  0.09966101579936758
-0.18182                  2.0949000000000004       -2.3796                  0.0997318365270207
-0.13636                  2.0949000000000004       -2.3796                  0.09978739177454823
-0.09091                  2.0949000000000004       -2.3796                  0.09982699184489496
-0.04545                  2.0949000000000004       -2.3796                  0.09985126201009062
0                         2.0949000000000004       -2.3796                  0.0998584376233344
0.04545                   2.0949000000000004       -2.3796                  0.09985025423409531
0.09091                   2.0949000000000004       -2.3796                  0.09982672183788804
0.13636                   2.0949000000000004       -2.3796                  0.09978760004125288
0.18182                   2.0949000000000004       -2.3796                  0.09973282076252216
0.22727                   2.0949000000000004       -2.3796                  0.09966156492266377
-0.22727                  -0.9910100000000001      -2.3796                  0.11559187309034372
-0.18182                  -0.9910100000000001      -2.3796                  0.11569980458683583
-0.13636                  -0.9910100000000001      -2.3796                  0.11578485747552036
-0.09091                  -0.9910100000000001      -2.3796                  0.11584396759337579
-0.04545                  -0.9910100000000001      -2.3796                  0.11587993538484206
0                         -0.9910100000000001      -2.3796                  0.11589132041813127
0.04545                   -0.9910100000000001      -2.3796                  0.11587841576534667
0.09091                   -0.9910100000000001      -2.3796                  0.11584310637924741
0.13636                   -0.9910100000000001      -2.3796                  0.11578324045939298
0.18182                   -0.9910100000000001      -2.3796                  0.11569942487556453
0.22727                   -0.9910100000000001      -2.3796                  0.11559247391928636
-0.22727                  -0.9169000000000002      -2.3796                  0.116415870517228
-0.18182                  -0.9169000000000002      -2.3796                  0.11652470512626172
-0.13636                  -0.9169000000000002      -2.3796                  0.11661147692919387
-0.09091                  -0.9169000000000002      -2.3796                  0.11667172124767011
-0.04545                  -0.9169000000000002      -2.3796                  0.11670874083392863
0                         -0.9169000000000002      -2.3796                  0.11672151510658263
0.04545                   -0.9169000000000002      -2.3796                  0.11670915774353817
0.09091                   -0.9169000000000002      -2.3796                  0.1166725147248648
